#bait_chr,bait_start,bait_stop	PIR_chr,PIR_start,PIR_stop
chr1,100105296,100123456	chr1,99701576,99706537
chr11,121968290,121970906	chr11,121488824,121493818
chr11,121968290,121970906	chr11,121575379,121578054
chr11,121968290,121970906	chr11,121626012,121630540
chr11,121968290,121970906	chr11,122353000,122358917
chr11,121985815,121993437	chr11,121516253,121519109
chr11,121985815,121993437	chr11,121519110,121535218
chr11,121985815,121993437	chr11,121538448,121539103
chr11,121985815,121993437	chr11,121539104,121553830
chr11,121985815,121993437	chr11,121626012,121630540
chr11,121985815,121993437	chr11,122362252,122368298
chr11,121985815,121993437	chr11,122391699,122394811
chr11,122022964,122027618	chr11,121677556,121680167
chr11,122022964,122027618	chr11,122371948,122372784
chr11,122164164,122167632	chr11,121407408,121418573
chr11,122164164,122167632	chr11,121519110,121535218
chr11,122164164,122167632	chr11,121671354,121673609
chr11,122164164,122167632	chr11,122362252,122368298
chr11,122170355,122176200	chr11,121481835,121488412
chr11,122170355,122176200	chr11,121488824,121493818
chr11,122170355,122176200	chr11,121554293,121558844
chr11,122523923,122530325	chr11,122618706,122627019
chr11,122523923,122530325	chr11,122761886,122772271
chr11,122704641,122709565	chr11,122472430,122477671
chr11,122704641,122709565	chr11,122490935,122503297
chr11,122704641,122709565	chr11,122503298,122506155
chr11,122704641,122709565	chr11,122506156,122518935
chr11,122704641,122709565	chr11,122530326,122537619
chr11,122704641,122709565	chr11,122876077,122896580
chr11,122742296,122754546	chr11,122457028,122465141
chr11,122742296,122754546	chr11,122472430,122477671
chr11,122742296,122754546	chr11,122490935,122503297
chr11,122742296,122754546	chr11,122503298,122506155
chr11,122742296,122754546	chr11,122876077,122896580
chr11,122742296,122754546	chr11,122900908,122906940
chr11,122742296,122754546	chr11,122915445,122928101
chr11,122845324,122866452	chr11,122490935,122503297
chr11,122845324,122866452	chr11,122658605,122662973
chr11,122845324,122866452	chr11,122665638,122669843
chr11,122845324,122866452	chr11,122761886,122772271
chr11,122845324,122866452	chr11,125686266,125688338
chr11,12284607,12285363	chr11,12056502,12069350
chr11,12284607,12285363	chr11,12277863,12282046
chr11,122928102,122928891	chr11,120678255,120697484
chr11,122928102,122928891	chr11,122665638,122669843
chr11,122928102,122928891	chr11,122719246,122724675
chr11,122928102,122928891	chr11,123108932,123109581
chr11,122928102,122928891	chr11,123132066,123133688
chr11,122928102,122928891	chr11,123143123,123149980
chr11,122928102,122928891	chr11,123172318,123175085
chr11,122928102,122928891	chr11,123278043,123281558
chr11,122928892,122930082	chr11,122915445,122928101
chr11,122931372,122956323	chr11,123359417,123367248
chr11,12295538,12299878	chr11,12056502,12069350
chr11,12295538,12299878	chr11,12069351,12079693
chr11,12295538,12299878	chr11,12116776,12124514
chr11,12295538,12299878	chr11,12743341,12755817
chr11,123053694,123061526	chr11,122518936,122523922
chr11,123053694,123061526	chr11,123275716,123278042
chr11,123053694,123061526	chr11,123346212,123350785
chr11,123053694,123061526	chr11,123350786,123354772
chr11,123053694,123061526	chr11,123398218,123408823
chr11,123063859,123070091	chr11,123115444,123122224
chr11,123063859,123070091	chr11,123132066,123133688
chr11,123063859,123070091	chr11,123346212,123350785
chr11,123298708,123303739	chr11,122900908,122906940
chr11,123298708,123303739	chr11,123061527,123063858
chr11,123298708,123303739	chr11,123101133,123108319
chr11,123298708,123303739	chr11,123143123,123149980
chr11,123298708,123303739	chr11,123172318,123175085
chr11,123298708,123303739	chr11,123175086,123176957
chr11,123298708,123303739	chr11,123278043,123281558
chr11,123298708,123303739	chr11,123346212,123350785
chr11,123524080,123526183	chr11,123576504,123581169
chr11,123524080,123526183	chr11,124665526,124668387
chr11,123609808,123616651	chr11,101990582,101994315
chr11,123609808,123616651	chr11,123870692,123880209
chr11,123609808,123616651	chr11,124533745,124537243
chr11,123609808,123616651	chr11,86881703,86882443
chr11,123622532,123626293	chr11,123956969,123964284
chr11,123622532,123626293	chr11,124660719,124665525
chr11,123676356,123681022	chr11,124378707,124381903
chr11,123771545,123779113	chr11,123681122,123685553
chr11,123771545,123779113	chr11,124091791,124096968
chr11,123809810,123814511	chr11,123496951,123501083
chr11,123844289,123852199	chr11,123650350,123654024
chr11,123844289,123852199	chr11,124149304,124154751
chr11,123886127,123892359	chr11,123603488,123605828
chr11,123901823,123910232	chr11,124237405,124239751
chr11,12398560,12398866	chr11,12890513,12899701
chr11,12398560,12398866	chr11,12904617,12907608
chr11,12398560,12398866	chr11,12907865,12912248
chr11,12398560,12398866	chr11,12921337,12922582
chr11,12398560,12398866	chr11,12933686,12935762
chr11,12398560,12398866	chr11,12947920,12955211
chr11,12398560,12398866	chr11,12957516,12961315
chr11,12398560,12398866	chr11,13027190,13029972
chr11,123985865,123988345	chr11,123576504,123581169
chr11,123985865,123988345	chr11,123616652,123618608
chr11,123985865,123988345	chr11,124064862,124067764
chr11,123985865,123988345	chr11,124282656,124293228
chr11,123985865,123988345	chr11,124519269,124531509
chr11,124179952,124181290	chr11,123912409,123916540
chr11,124179952,124181290	chr11,123951003,123952733
chr11,124179952,124181290	chr11,123973772,123977460
chr11,124265044,124277699	chr11,124533745,124537243
chr11,124293229,124295929	chr11,124404699,124409017
chr11,124293229,124295929	chr11,124519269,124531509
chr11,124309823,124313477	chr11,123603488,123605828
chr11,124309823,124313477	chr11,124459289,124460352
chr11,124309823,124313477	chr11,124501421,124516688
chr11,124409018,124414517	chr11,123738650,123743111
chr11,124438508,124444376	chr11,123956969,123964284
chr11,124480623,124481917	chr11,124282656,124293228
chr11,124492553,124493874	chr11,124282656,124293228
chr11,124537244,124545317	chr11,124587571,124601150
chr11,124537244,124545317	chr11,124660719,124665525
chr11,124537244,124545317	chr11,124706248,124708172
chr11,124537244,124545317	chr11,124708844,124712592
chr11,124537244,124545317	chr11,16230820,16234746
chr11,124559229,124565675	chr11,123645246,123650349
chr11,124607156,124613596	chr11,123049497,123053693
chr11,124607156,124613596	chr11,123616652,123618608
chr11,124607156,124613596	chr11,124171833,124177558
chr11,124607156,124613596	chr11,124708173,124708843
chr11,124607156,124613596	chr11,124708844,124712592
chr11,124613597,124635888	chr11,94178793,94180137
chr11,124668388,124673024	chr11,124501421,124516688
chr11,124730991,124748214	chr11,124519269,124531509
chr11,124768335,124773322	chr11,125270292,125274813
chr11,124768335,124773322	chr11,125292661,125299225
chr11,124768335,124773322	chr11,125299226,125305970
chr11,124788673,124791903	chr11,125299226,125305970
chr11,124805379,124811976	chr11,125241995,125245069
chr11,124805379,124811976	chr11,125270292,125274813
chr11,124805379,124811976	chr11,125286375,125289602
chr11,124805379,124811976	chr11,125292661,125299225
chr11,124805379,124811976	chr11,125313524,125335287
chr11,124815808,124824596	chr11,123047121,123049496
chr11,124815808,124824596	chr11,125214073,125222773
chr11,124815808,124824596	chr11,125270292,125274813
chr11,124815808,124824596	chr11,125278768,125285473
chr11,124815808,124824596	chr11,125292661,125299225
chr11,124815808,124824596	chr11,125299226,125305970
chr11,124930049,124936724	chr11,116974061,116984411
chr11,124930049,124936724	chr11,124852442,124859958
chr11,124930049,124936724	chr11,125214073,125222773
chr11,124930049,124936724	chr11,125235738,125241293
chr11,124930049,124936724	chr11,125289603,125290585
chr11,124930049,124936724	chr11,125299226,125305970
chr11,124981079,124982348	chr11,125188989,125196034
chr11,124981079,124982348	chr11,125196964,125199418
chr11,124981079,124982348	chr11,125208851,125214072
chr11,124981079,124982348	chr11,125214073,125222773
chr11,124981079,124982348	chr11,125222774,125227558
chr11,124981079,124982348	chr11,125266986,125270291
chr11,124981079,124982348	chr11,125270292,125274813
chr11,124981079,124982348	chr11,125274814,125278228
chr11,124981079,124982348	chr11,125278768,125285473
chr11,124981079,124982348	chr11,125289603,125290585
chr11,124981079,124982348	chr11,125292661,125299225
chr11,124981079,124982348	chr11,125299226,125305970
chr11,125006935,125009863	chr11,125208851,125214072
chr11,125006935,125009863	chr11,125214073,125222773
chr11,125006935,125009863	chr11,125229171,125235737
chr11,125006935,125009863	chr11,125235738,125241293
chr11,125006935,125009863	chr11,125241995,125245069
chr11,125006935,125009863	chr11,125254257,125256784
chr11,125006935,125009863	chr11,125270292,125274813
chr11,125006935,125009863	chr11,125278768,125285473
chr11,125006935,125009863	chr11,125286375,125289602
chr11,125006935,125009863	chr11,125299226,125305970
chr11,125006935,125009863	chr11,125313524,125335287
chr11,125006935,125009863	chr11,125371097,125375448
chr11,125006935,125009863	chr11,94311149,94315824
chr11,125030573,125036686	chr11,124722356,124726202
chr11,125030573,125036686	chr11,125202235,125208850
chr11,125030573,125036686	chr11,125208851,125214072
chr11,125030573,125036686	chr11,125214073,125222773
chr11,125030573,125036686	chr11,125222774,125227558
chr11,125030573,125036686	chr11,125241294,125241994
chr11,125030573,125036686	chr11,125254257,125256784
chr11,125030573,125036686	chr11,125266986,125270291
chr11,125030573,125036686	chr11,125286375,125289602
chr11,125030573,125036686	chr11,125299226,125305970
chr11,125030573,125036686	chr11,125306318,125308730
chr11,125030573,125036686	chr11,125313524,125335287
chr11,125128022,125138560	chr11,122046486,122052649
chr11,125128022,125138560	chr11,124958408,124962163
chr11,125128022,125138560	chr11,125036781,125038268
chr11,125128022,125138560	chr11,125038269,125046027
chr11,125128022,125138560	chr11,125050544,125057656
chr11,125128022,125138560	chr11,125073805,125077476
chr11,125128022,125138560	chr11,125208851,125214072
chr11,125128022,125138560	chr11,125214073,125222773
chr11,125128022,125138560	chr11,125270292,125274813
chr11,125128022,125138560	chr11,125292661,125299225
chr11,125128022,125138560	chr11,125299226,125305970
chr11,125128022,125138560	chr11,125306318,125308730
chr11,125143784,125152092	chr11,124846884,124852441
chr11,125143784,125152092	chr11,125012000,125017880
chr11,125143784,125152092	chr11,125214073,125222773
chr11,125438381,125440057	chr11,111667229,111677547
chr11,125438381,125440057	chr11,125313524,125335287
chr11,125438381,125440057	chr11,125745511,125747750
chr11,125440058,125444784	chr11,125299226,125305970
chr11,125460480,125463623	chr11,124946191,124958407
chr11,125460480,125463623	chr11,125080321,125084968
chr11,125460480,125463623	chr11,125745511,125747750
chr11,125460480,125463623	chr11,125946318,125953636
chr11,125493297,125496741	chr11,124958408,124962163
chr11,125493297,125496741	chr11,125380332,125383261
chr11,125493297,125496741	chr11,125473570,125483947
chr11,125493297,125496741	chr11,125736089,125738986
chr11,125493297,125496741	chr11,125745511,125747750
chr11,125493297,125496741	chr11,125747751,125749462
chr11,125493297,125496741	chr11,126115284,126119872
chr11,125616163,125616491	chr11,125473570,125483947
chr11,125616163,125616491	chr11,125610162,125612351
chr11,125616163,125616491	chr11,125675978,125681698
chr11,125616163,125616491	chr11,125736089,125738986
chr11,125657733,125661294	chr11,111544826,111546396
chr11,125703177,125704052	chr11,124870919,124885091
chr11,125703177,125704052	chr11,125487713,125493296
chr11,125703177,125704052	chr11,125553712,125554592
chr11,125703177,125704052	chr11,125554593,125557815
chr11,125703177,125704052	chr11,125591016,125591985
chr11,125770135,125773813	chr11,125528564,125539913
chr11,125770135,125773813	chr11,126006652,126025245
chr11,125770135,125773813	chr11,126031306,126036956
chr11,125770135,125773813	chr11,126036957,126048207
chr11,125770135,125773813	chr11,126048208,126057531
chr11,125770135,125773813	chr11,126057532,126059421
chr11,125770135,125773813	chr11,126065368,126071038
chr11,125770135,125773813	chr11,126075854,126077101
chr11,125770135,125773813	chr11,126101622,126106401
chr11,125770135,125773813	chr11,126110700,126114259
chr11,125770135,125773813	chr11,126115284,126119872
chr11,125770135,125773813	chr11,126233596,126240050
chr11,125800016,125805866	chr11,125924865,125931953
chr11,125800016,125805866	chr11,126025246,126030554
chr11,125800016,125805866	chr11,126048208,126057531
chr11,125800016,125805866	chr11,126073925,126075853
chr11,125800016,125805866	chr11,126075854,126077101
chr11,125800016,125805866	chr11,126088964,126089218
chr11,125800016,125805866	chr11,126101622,126106401
chr11,125800016,125805866	chr11,126108431,126110699
chr11,125808795,125810204	chr11,123311469,123325047
chr11,125808795,125810204	chr11,125909697,125924360
chr11,125808795,125810204	chr11,126036957,126048207
chr11,125808795,125810204	chr11,126048208,126057531
chr11,125808795,125810204	chr11,126059422,126065367
chr11,125808795,125810204	chr11,126065368,126071038
chr11,125808795,125810204	chr11,126071039,126073924
chr11,125808795,125810204	chr11,126087845,126088963
chr11,125808795,125810204	chr11,126299684,126308289
chr11,125810205,125813534	chr11,125857036,125861800
chr11,125810205,125813534	chr11,125900343,125909237
chr11,125810205,125813534	chr11,125924865,125931953
chr11,125810205,125813534	chr11,125934809,125940025
chr11,125810205,125813534	chr11,125940026,125941446
chr11,125810205,125813534	chr11,125974014,125987017
chr11,125810205,125813534	chr11,125992918,125995325
chr11,125810205,125813534	chr11,125995326,126006651
chr11,125810205,125813534	chr11,126006652,126025245
chr11,125810205,125813534	chr11,126025246,126030554
chr11,125810205,125813534	chr11,126031306,126036956
chr11,125810205,125813534	chr11,126036957,126048207
chr11,125810205,125813534	chr11,126048208,126057531
chr11,125810205,125813534	chr11,126057532,126059421
chr11,125810205,125813534	chr11,126059422,126065367
chr11,125810205,125813534	chr11,126065368,126071038
chr11,125810205,125813534	chr11,126071039,126073924
chr11,125810205,125813534	chr11,126075854,126077101
chr11,125810205,125813534	chr11,126089219,126091787
chr11,125810205,125813534	chr11,126091788,126093512
chr11,125810205,125813534	chr11,126095493,126096947
chr11,125810205,125813534	chr11,126101622,126106401
chr11,125810205,125813534	chr11,126115284,126119872
chr11,125810205,125813534	chr11,126126628,126132435
chr11,125810205,125813534	chr11,134381839,134384200
chr11,125819017,125826700	chr11,125987018,125992917
chr11,125819017,125826700	chr11,126025246,126030554
chr11,125819017,125826700	chr11,126071039,126073924
chr11,125819017,125826700	chr11,126101622,126106401
chr11,125819017,125826700	chr11,126110700,126114259
chr11,125819017,125826700	chr11,126139407,126141736
chr11,125819017,125826700	chr11,129787683,129795570
chr11,125931954,125934808	chr11,125787735,125792954
chr11,125931954,125934808	chr11,125792955,125797851
chr11,125931954,125934808	chr11,125805867,125806492
chr11,125931954,125934808	chr11,125992918,125995325
chr11,125931954,125934808	chr11,126036957,126048207
chr11,125931954,125934808	chr11,126075854,126077101
