PIR	SIZE	RNA_OVERLAP	promoter_genes	TPMs	ENCODE_merged
16_31865519_31868343	2824	noRNA	CLUHP3;CTD-2358C21.4;ZNF720	7.302972;NA;15.51194	0
16_31878285_31879802	1517	noRNA	ITGAX;RP11-120K18.3;COX6A2;SLC5A2;TGFB1I1	0.4545189;0;0;0.337687036742;8.452480432791	0
16_31897381_31907167	9786	RNA	ARMC5	6.950603	0
16_3197524_3200637	3113	RNA	CCDC64B;HCFC1R1;MMP25;RP11-473M20.5;THOC6;IL32;MMP25;RP11-473M20.7;RP11-473M20.11;ZNF205-AS1;ZNF205;ZSCAN10	NA;118.58492;6.422246;NA;66.9560533739;5.2523124291056;6.422246;NA;NA;NA;18.02985;156.891178	1
16_3200638_3202781	2143	RNA	CLDN9;LA16c-380H5.2;LA16c-380H5.5;CCDC64B;HCFC1R1;MMP25;RP11-473M20.5;THOC6;RP11-473M20.11;ZNF205-AS1;ZNF205;ZSCAN10;NAA60;ZNF597	0.418178;NA;NA;NA;118.58492;6.422246;NA;66.9560533739;NA;NA;18.02985;156.891178;42.726415136424;1.56865	1
16_32504819_32507213	2394	noRNA	AHSP	0.29029	0
16_3253144_3254193	1049	RNA	ZNF174;ZSCAN32	11.407071;11.214092393	0
16_3269496_3274214	4718	RNA	LA16c-360H6.2;LA16c-360H6.3;TIGD7;ZNF75A;DNASE1;SLX4	2.89921;NA;2.33301;24.579091;8.758378782;7.607403	0
16_3281085_3282896	1811	noRNA	OR2C1	0.0487738	0
16_3327089_3340252	13163	RNA	C16orf90	0.03857	1
16_33565875_33568672	2797	noRNA	ARMC5	6.950603	0
16_34179153_34202536	23383	noRNA	RP11-80F22.10	NA	0
16_34281428_34301731	20303	noRNA	RP11-80F22.10	NA	0
16_34431575_34433962	2387	RNA	AC116553.1	NA	0
16_3454375_3458694	4319	RNA	ZNF200;MEFV	8.436669;0.4988819	0
16_34582696_34586028	3332	noRNA	CTD-2144E22.11;CTD-2144E22.5;CTD-2144E22.6	0;NA;NA	0
16_346059_349197	3138	RNA	CDK10	58.286019	0
16_34618823_34621369	2546	RNA	CTD-2144E22.11;CTD-2144E22.5;CTD-2144E22.6	0;NA;NA	0
16_34627416_34634327	6911	noRNA	CCNYL3	0	0
16_34658902_34665895	6993	RNA	CTD-2144E22.11;CTD-2144E22.5;CTD-2144E22.6	0;NA;NA	0
16_34726737_34733097	6360	RNA	CTD-2144E22.11;CTD-2144E22.5;CTD-2144E22.6	0;NA;NA	0
16_34765204_34768498	3294	RNA	CTD-2144E22.11;CTD-2144E22.5;CTD-2144E22.6	0;NA;NA	0
16_34858264_34864283	6019	noRNA	CTD-2144E22.11;CTD-2144E22.5;CTD-2144E22.6	0;NA;NA	0
16_34864284_34869362	5078	noRNA	CTD-2144E22.11;CTD-2144E22.5;CTD-2144E22.6	0;NA;NA	0
16_34932801_34936003	3202	noRNA	CTD-2144E22.11;CTD-2144E22.5;CTD-2144E22.6	0;NA;NA	0
16_3495883_3500374	4491	noRNA	ZNF263	25.808113	0
16_35142935_35145127	2192	noRNA	CTD-2144E22.11;CTD-2144E22.5;CTD-2144E22.6	0;NA;NA	1
16_35154936_35163420	8484	noRNA	CTD-2144E22.11;CTD-2144E22.5;CTD-2144E22.6	0;NA;NA	0
16_35169570_35175241	5671	noRNA	RP11-80F22.10	NA	0
16_3546416_3550819	4403	RNA	ZNF200;OR2C1;CORO7;CORO7-PAM16;PAM16;KLHDC4	8.436669;0.0487738;17.00863844;0.181454;58.564148;40.731422	1
16_3573983_3586439	12456	RNA	DNASE1;TRAP1;CREBBP	8.758378782;164.141825;31.365034	1
16_3679204_3690751	11547	RNA	CLUAP1	11.431499	0
16_3699624_3721544	21920	RNA	TFAP4	28.071986	1
16_3777274_3794877	17603	RNA	TFAP4	28.071986	1
16_3802673_3805583	2910	RNA	CREBBP	31.365034	0
16_3825643_3841954	16311	RNA	ADCY9	5.664145	1
16_3923314_3924901	1587	RNA	TFAP4	28.071986	0
16_4002731_4003709	978	RNA	ADCY9	5.664145	0
16_4017047_4024598	7551	noRNA	ADCY9;SRL	5.664145;0.0987946	0
16_4024663_4025828	1165	noRNA	ADCY9;SRL	5.664145;0.0987946	0
16_4048241_4055194	6953	noRNA	SRL	0.0987946	0
16_4055195_4063550	8355	noRNA	ADCY9;SRL	5.664145;0.0987946	0
16_4063551_4073336	9785	RNA	ADCY9;SRL	5.664145;0.0987946	0
16_4155270_4157040	1770	RNA	TRAP1	164.141825	0
16_4174881_4179836	4955	noRNA	TFAP4;CORO7;CORO7-PAM16;DNAJA3	28.071986;17.00863844;0.181454;51.920488	0
16_4259692_4265981	6289	RNA	CREBBP	31.365034	0
16_4301342_4309454	8112	RNA	ADCY9	5.664145	1
16_4309672_4321609	11937	RNA	CREBBP	31.365034	1
16_4331668_4344486	12818	RNA	CORO7;CORO7-PAM16;PAM16	17.00863844;0.181454;58.564148	1
16_4344487_4347589	3102	noRNA	GLIS2;CORO7;CORO7-PAM16;PAM16	6.19137;17.00863844;0.181454;58.564148	0
16_4368501_4393452	24951	RNA	CORO7;CORO7-PAM16;PAM16	17.00863844;0.181454;58.564148	1
16_436971_440159	3188	RNA	C16orf11	NA	0
16_4478596_4480386	1790	RNA	ANKS3;NUDT16L1;GLYR1;UBN1	14.8014249456015;34.398123;82.823705;24.155964	0
16_4500682_4507771	7089	RNA	ANKS3;NUDT16L1	14.8014249456015;34.398123	0
16_4508111_4511934	3823	noRNA	HMOX2;NMRAL1;ANKS3;NUDT16L1	64.206769;56.90524;14.8014249456015;34.398123	0
16_4527994_4533098	5104	noRNA	ANKS3;NUDT16L1;ZNF500	14.8014249456015;34.398123;6.008968	1
16_4544446_4547170	2724	noRNA	ANKS3;NUDT16L1;PPL	14.8014249456015;34.398123;11.454282377406	0
16_4550784_4554300	3516	RNA	ANKS3;NUDT16L1	14.8014249456015;34.398123	0
16_4555258_4557563	2305	noRNA	PPL	11.454282377406	1
16_4557564_4558641	1077	noRNA	ANKS3;NUDT16L1	14.8014249456015;34.398123	0
16_4558642_4565087	6445	noRNA	ANKS3;NUDT16L1;SEPT12;SMIM22;PPL	14.8014249456015;34.398123;0.0581601;0.9246765;11.454282377406	1
16_4565088_4567128	2040	noRNA	GLYR1;UBN1	82.823705;24.155964	0
16_4567129_4570705	3576	RNA	ANKS3;NUDT16L1;ALG1;RP11-10K17.3	14.8014249456015;34.398123;36.965249;0.781767	1
16_4574489_4580982	6493	RNA	ANKS3;NUDT16L1	14.8014249456015;34.398123	0
16_46477853_46478555	702	noRNA	CTD-2144E22.11;CTD-2144E22.5;CTD-2144E22.6;CCNYL3	0;NA;NA;0	0
16_46478556_46478755	199	noRNA	CTD-2144E22.11;CTD-2144E22.5;CTD-2144E22.6	0;NA;NA	0
16_46511358_46516532	5174	RNA	CCNYL3	0	0
16_4658457_4663478	5021	RNA	HMOX2;NMRAL1	64.206769;56.90524	1
16_46617293_46620591	3298	noRNA	C16orf98;PYCARD	NA;21.78899	0
16_46766780_46772293	5513	noRNA	CLUHP3;CTD-2358C21.4;ZNF720	7.302972;NA;15.51194	0
16_46803807_46807330	3523	RNA	KAT8;PRSS36;PRSS8;RP11-388M20.2	35.464724;0.8741602;35.360024;NA	0
16_46849217_46860036	10819	RNA	ORC6;VPS35	80.2441974742;64.4661751191273	0
16_4684950_4690911	5961	RNA	CDIP1	43.299321	0
16_4690912_4695486	4574	RNA	CDIP1;ANKS3;NUDT16L1;GLYR1;UBN1;PPL	43.299321;14.8014249456015;34.398123;82.823705;24.155964;11.454282377406	0
16_4695487_4701604	6117	noRNA	ANKS3;NUDT16L1	14.8014249456015;34.398123	1
16_46977868_46985498	7630	noRNA	ABCC12	0.028045	1
16_4701605_4707694	6089	RNA	ZNF500	6.008968	0
16_47086026_47088724	2698	RNA	ABCC12	0.028045	0
16_47112859_47123077	10218	noRNA	ABCC12	0.028045	0
16_4713900_4729915	16015	RNA	ANKS3;NUDT16L1;GLYR1;UBN1	14.8014249456015;34.398123;82.823705;24.155964	1
16_47139325_47147907	8582	noRNA	ABCC12	0.028045	1
16_47164557_47166492	1935	noRNA	ABCC12	0.028045	0
16_47184433_47185353	920	RNA	ABCC12	0.028045	0
16_47186003_47190580	4577	RNA	ABCC11;LONP2	0.0620883;19.02424	0
16_47238801_47249335	10534	noRNA	ABCC12	0.028045	1
16_47415140_47421238	6098	noRNA	ABCC11;LONP2	0.0620883;19.02424	0
16_47497129_47501581	4452	noRNA	snoU13	NA	0
16_4751935_4775280	23345	RNA	HMOX2;NMRAL1	64.206769;56.90524	1
16_47633030_47639274	6244	noRNA	ABCC12;ABCC11;LONP2	0.028045;0.0620883;19.02424	0
16_47676947_47682745	5798	noRNA	SIAH1	29.2073067	0
16_4805049_4809563	4514	RNA	ANKS3;NUDT16L1;PPL	14.8014249456015;34.398123;11.454282377406	0
16_48063398_48071474	8076	RNA	NETO2;RP11-329J18.2	43.26559024518;NA	1
16_48076616_48081883	5267	noRNA	snoU13;ITFG1;PHKB	NA;19.8316782;27.0627882	0
16_48087835_48089722	1887	RNA	ITFG1;PHKB	19.8316782;27.0627882	1
16_4809564_4816975	7411	RNA	ANKS3;NUDT16L1;PPL	14.8014249456015;34.398123;11.454282377406	0
16_48101479_48112225	10746	RNA	ITFG1;PHKB	19.8316782;27.0627882	0
16_48112226_48114098	1872	noRNA	snoU13	NA	0
16_48116832_48123821	6989	noRNA	NETO2;RP11-329J18.2	43.26559024518;NA	0
16_48150973_48155772	4799	RNA	NETO2;RP11-329J18.2	43.26559024518;NA	1
16_48157526_48162383	4857	noRNA	snoU13;ITFG1;PHKB	NA;19.8316782;27.0627882	0
16_48164038_48168592	4554	noRNA	DNAJA2;RP11-169E6.1;snoU13;ITFG1;PHKB	76.569502;NA;NA;19.8316782;27.0627882	0
16_48168593_48172570	3977	RNA	MYLK3;snoU13	1.1763833;NA	0
16_48172571_48189341	16770	RNA	ITFG1;PHKB	19.8316782;27.0627882	0
16_48208428_48212124	3696	RNA	GPT2	53.277062	0
16_48212125_48214029	1904	RNA	DNAJA2;RP11-169E6.1	76.569502;NA	0
16_48250991_48258288	7297	noRNA	GPT2	53.277062	0
16_48527354_48529460	2106	RNA	PYDC1;TRIM72	0.339416;0.682211	0
16_4853415_4857723	4308	noRNA	ANKS3;NUDT16L1;ZNF500;SEPT12;SMIM22;GLYR1;UBN1;PPL	14.8014249456015;34.398123;6.008968;0.0581601;0.9246765;82.823705;24.155964;11.454282377406	0
16_4859547_4864226	4679	noRNA	ANKS3;NUDT16L1	14.8014249456015;34.398123	0
16_4864264_4867484	3220	noRNA	ANKS3;NUDT16L1	14.8014249456015;34.398123	0
16_48664464_48670190	5726	noRNA	SIAH1	29.2073067	1
16_4867485_4869999	2514	noRNA	ANKS3;NUDT16L1;GLYR1;UBN1	14.8014249456015;34.398123;82.823705;24.155964	0
16_4870000_4871831	1831	noRNA	ANKS3;NUDT16L1	14.8014249456015;34.398123	0
16_4871832_4881432	9600	RNA	HMOX2;NMRAL1;ANKS3;NUDT16L1;ZNF500;SEPT12;SMIM22;GLYR1;UBN1	64.206769;56.90524;14.8014249456015;34.398123;6.008968;0.0581601;0.9246765;82.823705;24.155964	0
16_48767437_48768158	721	RNA	RNU6-257P	NA	0
16_4881433_4883999	2566	RNA	MGRN1;UBALD1;GLYR1;UBN1	43.8250590131187;34.50519;82.823705;24.155964	0
16_4884000_4885029	1029	noRNA	ANKS3;NUDT16L1;ANKS3;C16orf71;RP11-127I20.7;ZNF500	14.8014249456015;34.398123;14.8014249456015;0.4768366;NA;6.008968	0
16_4885030_4886462	1432	noRNA	ANKS3;NUDT16L1	14.8014249456015;34.398123	0
16_4886463_4896331	9868	RNA	ANKS3;NUDT16L1;ZNF500;PPL	14.8014249456015;34.398123;6.008968;11.454282377406	0
16_48895867_48905094	9227	noRNA	N4BP1	36.42975	1
16_49011737_49031124	19387	RNA	RNU6-257P	NA	0
16_4902452_4907398	4946	noRNA	CDIP1;ANKS3;NUDT16L1	43.299321;14.8014249456015;34.398123	0
16_4907445_4910487	3042	RNA	ANKS3;NUDT16L1;GLYR1;UBN1	14.8014249456015;34.398123;82.823705;24.155964	0
16_4916905_4919527	2622	noRNA	ANKS3;NUDT16L1	14.8014249456015;34.398123	0
16_4919908_4925636	5728	RNA	ANKS3;NUDT16L1;GLYR1;UBN1	14.8014249456015;34.398123;82.823705;24.155964	0
16_49215876_49219292	3416	noRNA	RNU6-257P	NA	1
16_4925637_4939740	14103	RNA	ANKS3;NUDT16L1;GLYR1;UBN1	14.8014249456015;34.398123;82.823705;24.155964	0
16_49280014_49287996	7982	noRNA	RNU6-257P	NA	0
16_49331063_49335046	3983	RNA	RP11-98C8.1	NA	0
16_49366826_49370301	3475	noRNA	RNU6-257P	NA	0
16_49379495_49387063	7568	RNA	RNU6-257P;RP11-98C8.1;CBLN1;RP11-491F9.1	NA;NA;18.635276;NA	1
16_4939741_4947498	7757	RNA	ANKS3;NUDT16L1	14.8014249456015;34.398123	0
16_49409978_49420025	10047	RNA	ZNF423	26.168832	1
16_49420026_49426058	6032	RNA	ARMC5	6.950603	0
16_49440575_49442323	1748	RNA	ZNF423	26.168832	1
16_4950777_4962349	11572	RNA	ANKS3;NUDT16L1	14.8014249456015;34.398123	1
16_49539477_49541078	1601	noRNA	ZNF423	26.168832	0
16_49541079_49549270	8191	RNA	SEPHS2	58.6734	1
16_49551558_49554906	3348	noRNA	ZNF423	26.168832	0
16_4962524_4969826	7302	RNA	ANKS3;NUDT16L1;ZNF500;GLYR1;UBN1;PPL	14.8014249456015;34.398123;6.008968;82.823705;24.155964;11.454282377406	0
16_49681111_49684116	3005	RNA	AC007339.1;ZNF423	NA;26.168832	0
16_4969827_4976457	6630	RNA	ANKS3;NUDT16L1;GLYR1;UBN1	14.8014249456015;34.398123;82.823705;24.155964	1
16_4976533_4979990	3457	noRNA	SEPT12;SMIM22	0.0581601;0.9246765	0
16_4979991_4983703	3712	noRNA	ANKS3;NUDT16L1;GLYR1;UBN1	14.8014249456015;34.398123;82.823705;24.155964	0
16_49811863_49815375	3512	RNA	STX4	27.687227	0
16_4990733_5003115	12382	RNA	ANKS3;NUDT16L1;GLYR1;UBN1	14.8014249456015;34.398123;82.823705;24.155964	1
16_5003116_5005566	2450	RNA	ANKS3;NUDT16L1	14.8014249456015;34.398123	0
16_50091922_50094628	2706	RNA	HEATR3;RP11-429P3.3	21.62481;NA	0
16_5012290_5034098	21808	RNA	ANKS3;NUDT16L1	14.8014249456015;34.398123	0
16_50201356_50211555	10199	RNA	FBXL8;HSF4;RP11-5A19.5;TRADD	0.5303259;0.332928;0;0.4856995	0
16_50236531_50243254	6723	noRNA	PAPD5;RPL10P14;SNORA70	9.0536512;0.133258;NA	0
16_50243255_50244590	1335	noRNA	PAPD5;RPL10P14;SNORA70;RP11-401P9.6	9.0536512;0.133258;NA;NA	1
16_50247984_50252072	4088	noRNA	snoU13	NA	1
16_50335494_50348874	13380	RNA	NKD1	3.070727	1
16_50358065_50362494	4429	RNA	CCDC79;NAE1	NA;163.85984	1
16_50405849_50411000	5151	RNA	NKD1	3.070727	1
16_5054315_5067860	13545	RNA	ZNF500;GLYR1;UBN1	6.008968;82.823705;24.155964	1
16_50575353_50576791	1438	noRNA	NOD2	0.1749612	0
16_50615305_50628008	12703	noRNA	BRD7;RP11-21B23.1;SNORD112	91.9616;NA;NA	1
16_50651380_50660820	9440	noRNA	BRD7;RP11-21B23.1	91.9616;NA	0
16_50660821_50673919	13098	RNA	BRD7;RP11-21B23.1	91.9616;NA	1
16_50673920_50677752	3832	RNA	BRD7;RP11-21B23.1	91.9616;NA	0
16_5068174_5075441	7267	RNA	ANKS3;NUDT16L1;SEPT12;SMIM22;GLYR1;UBN1	14.8014249456015;34.398123;0.0581601;0.9246765;82.823705;24.155964	1
16_50687786_50690260	2474	noRNA	snoU13	NA	0
16_50693315_50703223	9908	RNA	BRD7;RP11-21B23.1	91.9616;NA	1
16_5075442_5082292	6850	RNA	ANKS3;NUDT16L1;ZNF500	14.8014249456015;34.398123;6.008968	1
16_50789975_50798210	8235	noRNA	BRD7;RP11-21B23.1	91.9616;NA	0
16_5082293_5084694	2401	RNA	GLYR1;UBN1	82.823705;24.155964	0
16_50844026_50849069	5043	noRNA	BRD7;RP11-21B23.1	91.9616;NA	0
16_5089887_5101119	11232	RNA	GLYR1;UBN1	82.823705;24.155964	1
16_50979078_50986426	7348	noRNA	NA	NA	0
16_51059176_51067421	8245	noRNA	NA	NA	0
16_51147216_51152686	5470	noRNA	NA	NA	0
16_51178042_51183510	5468	RNA	NA	NA	1
16_51213374_51216189	2815	noRNA	NA	NA	0
16_51420450_51426407	5957	noRNA	NA	NA	0
16_51743894_51750167	6273	RNA	NA	NA	0
16_51787474_51789866	2392	noRNA	SALL1	22.61986	0
16_51795390_51799508	4118	noRNA	SALL1	22.61986	1
16_52009549_52017865	8316	RNA	SALL1	22.61986	1
16_52093420_52106530	13110	RNA	SNX20;TOX3	0.0438103;11.5035269	1
16_52106531_52109026	2495	RNA	TOX3;CHD9;RP11-467J12.4	11.5035269;18.680853043467;NA	0
16_52148622_52151050	2428	noRNA	TOX3	11.5035269	0
16_52216920_52220938	4018	RNA	TOX3	11.5035269	0
16_52222348_52228951	6603	RNA	TOX3	11.5035269	1
16_52298779_52304838	6059	noRNA	TOX3	11.5035269	0
16_52448594_52455083	6489	noRNA	CHD9;RP11-467J12.4	18.680853043467;NA	0
16_52582431_52586948	4517	RNA	AC007333.1	NA	1
16_52681722_52687882	6160	RNA	AC007333.1;BBS2	NA;15.99975398	0
16_52893793_52894875	1082	noRNA	TOX3	11.5035269	0
16_52894876_52899113	4237	noRNA	AC007333.1	NA	1
16_52931270_52938409	7139	noRNA	CKLF-CMTM1;CKLF;TK2;Y_RNA	0.24546;6.671408;2.68370000033528;NA	0
16_52939144_52946818	7674	noRNA	AC007333.1	NA	1
16_52946819_52953180	6361	noRNA	AC007333.1	NA	1
16_52992856_52997479	4623	noRNA	TOX3	11.5035269	0
16_53055490_53058881	3391	noRNA	TOX3	11.5035269	1
16_53778676_53781567	2891	noRNA	CRNDE;IRX5	NA;0.398711	1
16_53912372_53933318	20946	RNA	CRNDE;IRX5	NA;0.398711	1
16_53941845_53946415	4570	noRNA	CRNDE;IRX5	NA;0.398711	0
16_53975338_53979368	4030	RNA	CRNDE;IRX5	NA;0.398711	0
16_54276934_54285996	9062	RNA	FTO;RPGRIP1L	32.19617;7.283818	0
16_54304474_54313413	8939	RNA	CRNDE;IRX5	NA;0.398711	0
16_54314199_54315521	1322	RNA	CRNDE;IRX5	NA;0.398711	1
16_54315522_54316960	1438	noRNA	CRNDE;IRX5	NA;0.398711	1
16_54323197_54323741	544	noRNA	CRNDE;IRX5	NA;0.398711	0
16_54323742_54325914	2172	RNA	CRNDE;IRX5	NA;0.398711	0
16_54326011_54330935	4924	RNA	CRNDE;IRX5	NA;0.398711	0
16_54360618_54365389	4771	noRNA	CRNDE;IRX5	NA;0.398711	0
16_54365390_54370758	5368	noRNA	CRNDE;IRX5	NA;0.398711	0
16_54417465_54423213	5748	RNA	CRNDE;IRX5	NA;0.398711	0
16_54439858_54463208	23350	RNA	CRNDE;IRX5	NA;0.398711	1
16_54463655_54465562	1907	noRNA	CRNDE;IRX5	NA;0.398711	0
16_54623695_54627714	4019	noRNA	CRNDE;IRX5	NA;0.398711	0
16_54668825_54673741	4916	RNA	IRX3	0.342264	0
16_54673742_54682971	9229	noRNA	CRNDE;IRX5	NA;0.398711	0
16_54682972_54684043	1071	noRNA	IRX3	0.342264	0
16_54917455_54925642	8187	noRNA	IRX3	0.342264	0
16_54929706_54940605	10899	noRNA	IRX3	0.342264	0
16_54952262_54955076	2814	RNA	IRX3	0.342264	0
16_54955077_54958052	2975	RNA	IRX3	0.342264	0
16_54958053_54961525	3472	noRNA	IRX3	0.342264	0
16_54965466_54969769	4303	RNA	IRX3	0.342264	1
16_54969770_54972270	2500	RNA	IRX3	0.342264	1
16_54972271_54977185	4914	RNA	IRX3	0.342264	1
16_54981537_54987563	6026	RNA	IRX3	0.342264	0
16_54987564_54992157	4593	noRNA	IRX3	0.342264	1
16_55050950_55057619	6669	noRNA	IRX3	0.342264	1
16_55089693_55098917	9224	RNA	IRX3	0.342264	1
16_55115371_55123959	8588	RNA	IRX6	0.250377	0
16_55451263_55460042	8779	RNA	BBS2	15.99975398	0
16_55526286_55534822	8536	RNA	CES5A	0	1
16_55729847_55743602	13755	RNA	LPCAT2;MMP2	2.770801;82.3956230214117	1
16_55873374_55879744	6370	noRNA	NA	NA	1
16_55879745_55890041	10296	RNA	MMP2;LPCAT2;MMP2	82.3956230214117;2.770801;82.3956230214117	0
16_55992670_55993409	739	noRNA	CES5A	0	0
16_56289456_56297798	8342	RNA	ACSM1	0.3345644	0
16_56306437_56307622	1185	noRNA	MT1H	0.587374	0
16_56315764_56328143	12379	RNA	CES5A	0	0
16_56335457_56348072	12615	RNA	LPCAT2;MMP2	2.770801;82.3956230214117	1
16_56349385_56352993	3608	RNA	CES5A	0	1
16_56353036_56359842	6806	RNA	CES5A	0	0
16_56360362_56363134	2772	RNA	MMP2;CES5A	82.3956230214117;0	0
16_56467124_56469026	1902	noRNA	PHLPP2;RP11-432I5.4;RP11-432I5.8	5.946896798776;NA;NA	0
16_56476461_56479888	3427	noRNA	KCNG4	0.145445	0
16_56494536_56497101	2565	RNA	MT1F	38.1813964	0
16_56515512_56519697	4185	noRNA	SLC12A3	0.0753786	0
16_56543749_56544681	932	noRNA	MIR138-2	NA	0
16_56566406_56574083	7677	noRNA	MT1A;MT1X;RP11-343H19.2;NUP93;RP11-343H19.1	1.35098;141.615565;NA;96.1104372;NA	1
16_56674237_56676866	2629	noRNA	MT1A	1.35098	0
16_56695905_56698679	2774	noRNA	MT3;MT1H;HERPUD1	1.32858000119869;0.587374;21.203250770139	0
16_56712336_56715401	3065	RNA	MT3;CETP	1.32858000119869;0	0
16_56719149_56740953	21804	RNA	BBS2;MT3	15.99975398;1.32858000119869	1
16_56742521_56752694	10173	RNA	BBS2;MT3	15.99975398;1.32858000119869	0
16_56787568_56795645	8077	noRNA	CA7	0.439483	0
16_56806919_56811303	4384	noRNA	CCL17	0	0
16_56818655_56820045	1390	noRNA	NUDT21;OGFOD1	189.5420799;61.851265	0
16_56875932_56887946	12014	noRNA	CPNE2;RP11-407G23.1	8.54305640161102;NA	1
16_56901731_56903619	1888	noRNA	BBS2;MT1G	15.99975398;22.822241	1
16_56903620_56908992	5372	noRNA	HERPUD1	21.203250770139	1
16_56949699_56954721	5022	RNA	ARL2BP	18.28431	1
16_56971741_56984257	12516	RNA	FAM192A;RSPRY1	74.794015;24.829117	0
16_57089587_57103245	13658	RNA	LPCAT2;MMP2	2.770801;82.3956230214117	0
16_57187603_57193509	5906	RNA	BEAN1	0.1239416	0
16_57194241_57196653	2412	RNA	SLC12A3	0.0753786	0
16_57199910_57203708	3798	RNA	CETP	0	1
16_57204451_57206680	2229	noRNA	CETP	0	0
16_57206681_57212218	5537	RNA	CA7	0.439483	0
16_57239597_57248316	8719	noRNA	CIAPIN1;COQ9	128.5720646;35.671922234	0
16_57248317_57256714	8397	noRNA	CCL22;CX3CL1;ATXN1L;IST1	0.713614;1.592846;13.021945;179.542061003884	0
16_57265926_57274600	8674	noRNA	NLRC5;DOK4;POLR2C;CMTM4	0.6711134;12.200078;87.5442;20.239617	0
16_57280792_57289659	8867	RNA	CIAPIN1;COQ9	128.5720646;35.671922234	0
16_57289660_57306315	16655	RNA	PLLP;DOK4;POLR2C	4.310265;12.200078;87.5442	0
16_57306316_57314148	7832	RNA	ARL2BP	18.28431	0
16_57329176_57333292	4116	noRNA	BBS2;AC009052.12;POLR2C	15.99975398;NA;87.5442	0
16_57333293_57339273	5980	RNA	NLRC5;CCL17;CIAPIN1;COQ9;AC009052.12;POLR2C	0.6711134;0;128.5720646;35.671922234;NA;87.5442	1
16_57483593_57485551	1958	noRNA	ARL2BP;CMIP	18.28431;26.764749	0
16_57523404_57539643	16239	RNA	DOK4;POLR2C	12.200078;87.5442	0
16_57542457_57562102	19645	RNA	AC009052.12;POLR2C	NA;87.5442	1
16_57598823_57602015	3192	noRNA	CNGB1	0.0299676	0
16_57602016_57605003	2987	noRNA	USB1;ZNF319	60.017803;3.744349	0
16_57613598_57615370	1772	noRNA	GPR56;GPR97;CNGB1;C16orf80;RP11-459F6.3	NA;NA;0.0299676;NA;NA	0
16_57618532_57626508	7976	noRNA	CNGB1	0.0299676	1
16_57657832_57661165	3333	RNA	CNGB1	0.0299676	0
16_57665037_57674132	9095	RNA	CNGB1	0.0299676	0
16_57674367_57676469	2102	noRNA	CNGB1	0.0299676	0
16_57711838_57719285	7447	RNA	GPR56;GPR97;CCDC135	NA;NA;NA	0
16_57737949_57750484	12535	RNA	CNGB1	0.0299676	0
16_57750485_57761226	10741	noRNA	CNGB1	0.0299676	1
16_57770513_57776761	6248	RNA	CNGB1	0.0299676	1
16_57781948_57789953	8005	RNA	ELMO3;MIR328	3.379451;NA	1
16_57789954_57792172	2218	noRNA	GPR56;GPR97;CNGB1;USB1;ZNF319	NA;NA;0.0299676;60.017803;3.744349	1
16_57792173_57800443	8270	RNA	CNGB1;C16orf80;RP11-459F6.3	0.0299676;NA;NA	1
16_57800444_57804199	3755	noRNA	CNGB1	0.0299676	0
16_57804200_57822566	18366	RNA	CNGB1	0.0299676	1
16_57822567_57829401	6834	RNA	CTD-2600O9.1;KIFC3;CNGB1;C16orf80;RP11-459F6.3;CNOT1;FA2H	NA;10.1639875003828;0.0299676;NA;NA;187.2705577;1.762686	1
16_57829402_57832218	2816	RNA	CNGB1	0.0299676	1
16_57851883_57856084	4201	noRNA	C16orf80;RP11-459F6.3	NA;NA	0
16_57873180_57882819	9639	noRNA	CCDC135	NA	0
16_57903059_57905090	2031	noRNA	KATNB1;CTD-2600O9.1;KIFC3	39.192966;NA;10.1639875003828	0
16_57908376_57916227	7851	RNA	C16orf80;RP11-459F6.3	NA;NA	0
16_57917710_57920018	2308	noRNA	KATNB1;CTD-2600O9.1;KIFC3	39.192966;NA;10.1639875003828	0
16_57925842_57939861	14019	RNA	CTD-2600O9.1;KIFC3	NA;10.1639875003828	1
16_57939862_57950324	10462	RNA	GPR56;CNGB1;C16orf80;RP11-459F6.3	NA;0.0299676;NA;NA	1
16_57950325_57975669	25344	RNA	CNGB1	0.0299676	1
16_57980136_57993604	13468	RNA	CTD-2600O9.1;KIFC3	NA;10.1639875003828	1
16_57993613_57995825	2212	RNA	GPR56	NA	0
16_58023259_58031454	8195	noRNA	CTD-2600O9.1;KIFC3	NA;10.1639875003828	1
16_58040723_58050944	10221	noRNA	CTD-2600O9.1;KIFC3	NA;10.1639875003828	0
16_58050945_58053147	2202	noRNA	CTD-2600O9.1;KIFC3	NA;10.1639875003828	1
16_58053148_58058862	5714	RNA	GPR56;CTD-2600O9.1;KIFC3;C16orf80;RP11-459F6.3	NA;NA;10.1639875003828;NA;NA	1
16_58061567_58068032	6465	noRNA	GPR56;GPR97;C16orf80;RP11-459F6.3;CCDC113	NA;NA;NA;NA;3.5755048	1
16_58068623_58082026	13403	RNA	GPR56	NA	1
16_58082027_58102075	20048	RNA	C16orf80;RP11-459F6.3;CNOT1	NA;NA;187.2705577	0
16_58131111_58134255	3144	noRNA	MMP15;RNU6-1110P;RNU6-269P;RP11-481J2.1	27.63287;NA;NA;NA	1
16_58134256_58140071	5815	noRNA	MMP15	27.63287	0
16_58146998_58150243	3245	noRNA	CCDC135;MMP15	NA;27.63287	0
16_58150244_58150973	729	RNA	KATNB1	39.192966	0
16_58150974_58155582	4608	RNA	MMP15	27.63287	0
16_58155583_58157730	2147	noRNA	MMP15	27.63287	1
